,Adipose Tissue,Adrenal Gland,Bladder,Blood,Blood Vessel,Bone Marrow,Brain,Breast,Cervix Uteri,Colon,Esophagus,Fallopian Tube,Heart,Kidney,Liver,Lung,Muscle,Nerve,Ovary,Pancreas,Pituitary,Prostate,Salivary Gland,Skin,Small Intestine,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina
14783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1S82U-1226-SM-E9TKB,
14920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-N7MT-0726-SM-3TW8S,
15252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-OHPK-2026-SM-3MJH7,
15282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-OHPL-2026-SM-3TW8R,
15355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-OHPN-1926-SM-E9TI9,
15799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-P4PP-2026-SM-3P61N,
15902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-P4QT-2026-SM-3NMCJ,
15940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-P78B-2526-SM-3P5ZY,
16051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-POMQ-1226-SM-3P61F,
16204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PWCY-1426-SM-48TCT,
16245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PWN1-2026-SM-48TD9,
16296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PWOO-1526-SM-48TCK,
16338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PX3G-2026-SM-48U1H,
16488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Q734-1626-SM-48U1B,
16515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-QCQG-1326-SM-48U24,
17093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-R45C-2826-SM-EZ6XR,
17265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-R55G-1626-SM-48FF4,
17434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RTLS-2426-SM-46MUO,
17454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RU1J-1026-SM-46MUR,
17510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RU72-2626-SM-4GIE1,
17511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RU72-2626-SM-4TT75,
17512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RU72-2626-SM-CYPS6,
17639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RWS6-1326-SM-47JXB,
17705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S32W-1426-SM-4AD66,
17773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S341-1026-SM-4AD71,
17895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S4UY-1226-SM-4AD51,
18010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S7SF-0826-SM-4AD4W,
18269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-T2IS-2226-SM-4DM65,
18355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-T5JW-1526-SM-4DM5E,
18427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-T6MO-1526-SM-4DM57,
18545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-TMMY-2226-SM-4DXTN,
18582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-TSE9-2626-SM-4DXV2,
18654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-U3ZN-0726-SM-4DXT5,
18812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-UPIC-1526-SM-4IHLU,
19034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-W5WG-1326-SM-4LMI9,
19083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WEY5-0726-SM-4LMID,
19373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WI4N-2426-SM-4OOSC,
19582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WWYW-2826-SM-4MVOQ,
19600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WXYG-1326-SM-4ONCN,
19711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WYVS-1226-SM-4ONCL,
20435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XUJ4-1526-SM-4BONU,
20453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XUW1-0226-SM-4BOOS,
20492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XUZC-0926-SM-4BOQF,
20523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XV7Q-1526-SM-4BRWB,
20588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XYKS-1626-SM-4BRUQ,
20646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Y114-1826-SM-4TT87,
20709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Y3IK-2126-SM-4YCDS,
21136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-YFC4-2826-SM-5P9FR,
21210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-YJ8O-1126-SM-5P9IS,
21375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZAJG-2826-SM-5HL8D,
21396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZAK1-2526-SM-5S2N7,
21843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZLWG-1026-SM-4WWC4,
21870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZP4G-0726-SM-4WWF2,
21929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZPIC-1226-SM-DO91X,
22092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZTPG-2026-SM-5O999,
22224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZV6S-1526-SM-5NQ7O,
22304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZVT2-0426-SM-5E44S,
22450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZXES-0726-SM-5E451,
22597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZYVF-0526-SM-5E43E,
22651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZYWO-2126-SM-5GZXF,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1117F-2526-SM-5GZY6
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-113JC-1926-SM-5N9GE
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11DXX-1726-SM-5H11T
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11EM3-1826-SM-5A5KO
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11EMC-1926-SM-5A5JU
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11GSP-2226-SM-5HL5Q
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11I78-2026-SM-5987C
954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11P81-2126-SM-5HL6N
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11TTK-2726-SM-5GU58
1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11VI4-0726-SM-5GU5B
1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-11XUK-1326-SM-5EQM4
1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-12WSB-2426-SM-5EGJC
1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-12WSD-2926-SM-5LZUH
1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-12WSJ-1326-SM-5GCOB
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-12ZZX-1926-SM-5EGKC
2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-131XG-2126-SM-5DUXG
2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-131YS-2426-SM-5J2OD
2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-132AR-1626-SM-5EGHP
2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1399S-2326-SM-5K7YV
2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1399S-2326-SM-DO3X1
2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1399U-1526-SM-5J2N7
2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13D11-1326-SM-5IJFY
3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13N11-1526-SM-5L3FL
3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13OVI-0926-SM-5J1MI
3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13PL7-2726-SM-5L3GB
4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13PVR-1426-SM-5S2PW
4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13QBU-1726-SM-5IJFQ
4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13QIC-1826-SM-5J1MY
4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13U4I-2026-SM-5LU3L
4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-13W3W-2326-SM-5LU4Y
4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-145LS-2526-SM-5TDC9
4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-145ME-1426-SM-5RQJS
4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-145ME-1426-SM-E9WQY
4910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-146FH-2626-SM-5Q5E1
4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-146FR-2426-SM-5NQAU
5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-147F3-1526-SM-5SIAK
5165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14A5I-2726-SM-5SIB3
5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14AS3-1726-SM-5RQJV
5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14BMU-1926-SM-5S2QC
5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14DAQ-2326-SM-5S2QX
5707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14H4A-2426-SM-664OQ
5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14JG6-0726-SM-69LQH
6029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14PJ6-1626-SM-6872D
6074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14PJM-2926-SM-69LOE
6160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14PKU-1326-SM-6871B
6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-14PN3-1626-SM-6AJAV
6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-15DCZ-2326-SM-6AJB1
6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-15DYW-2926-SM-6PANA
6615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-15ER7-2526-SM-7KUFW
6829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-15SB6-1426-SM-7KUEM
6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-15SDE-1726-SM-6LPJS
6876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-15SHU-2926-SM-7KUKT
6965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-15UF6-2126-SM-6M46Z
7169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-16NGA-1626-SM-72D6M
7191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-16NPV-2526-SM-6M483
7533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-17F9Y-2326-SM-7DUFP
7720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-17JCI-2526-SM-7DHLB
7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-183WM-2126-SM-7LG4I
8005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-18A7A-2826-SM-7LT8J
8032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-18D9A-1026-SM-7KFRU
8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-19HZE-2326-SM-7189J
8245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1A8FM-2426-SM-7IGPE
8334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1AMFI-1526-SM-73KVY
8897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1C475-0526-SM-793AC
9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1CAMS-2326-SM-793CR
9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1EWIQ-2326-SM-7IGNF
9639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1F48J-2526-SM-7P8TU
9708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1F5PL-1826-SM-7P8PP
9954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1GF9U-1926-SM-7P8TZ
10046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1GF9X-2326-SM-7PBZD
10158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1GMR8-2526-SM-7RHI9
10222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1GN1U-2426-SM-9KNTU
10262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1GN1W-1526-SM-7P8TG
10913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HBPH-2926-SM-9WPNX
10914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HBPH-2926-SM-DK2JY
10969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HBPM-2726-SM-9WYUA
10970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HBPM-2726-SM-DK2K1
11032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HCU6-2326-SM-ACKXP
11077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HCU8-2026-SM-9YFLE
11110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HCUA-1026-SM-A9SMI
11197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1HFI7-1126-SM-A96S5
11651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1I1GT-1226-SM-B2LVK
11755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1I4MK-1726-SM-ARL7O
11817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1ICG6-1626-SM-ARL81
12029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1IDJU-1026-SM-AHZ2U
12066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1IE54-2626-SM-CMKFY
12290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1J1OQ-1826-SM-CL53R
12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1J8EW-2526-SM-CKZO2
12755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1JMQL-2326-SM-CNNPV
12774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1JN1M-2326-SM-ARZNG
12820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1JN76-1526-SM-CNPPF
13224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1LGOU-1126-SM-D3LAI
13260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1LGRB-2126-SM-COH48
13281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1LH75-1726-SM-DHXKZ
13312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1LNCM-1026-SM-E9U5D
13403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1LVAM-1926-SM-E6CIM
13421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1LVAN-1626-SM-CNPQ7
13526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1MCC2-1126-SM-EVYD6
13559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1MCYP-1326-SM-EV7AD
13761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1NUQO-1826-SM-E6CQU
13956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1PIEJ-1926-SM-EVYB7
14142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1QCLZ-2226-SM-DTX7R
14201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1QP28-1426-SM-EVR4E
14337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1QPFJ-1626-SM-DTX7X
14438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1R9JW-1426-SM-DTX9K
14762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-1S5ZU-2626-SM-E9TII
14936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-N7MT-1926-SM-3LK5N
14975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-NL3G-2526-SM-4SOIE
15061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-NPJ7-2526-SM-EV79A
15255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-OHPK-2526-SM-3MJH9
15284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-OHPL-2526-SM-3MJGT
15358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-OHPN-2426-SM-E9TI5
15801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-P4PP-2526-SM-3P61P
15937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-P78B-2226-SM-3P5ZZ
15969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PLZ4-2726-SM-3P61A
16205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PWCY-1726-SM-48TD3
16247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PWN1-2526-SM-48TDS
16298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PWOO-2026-SM-48TDE
16340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-PX3G-2526-SM-48TZV
16486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Q734-1426-SM-48TZQ
16487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Q734-1426-SM-DTXFX
16514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-QCQG-1226-SM-48U23
16577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-QDT8-2526-SM-48TYX
17001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-QVJO-2526-SM-4R1KB
17002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-QVJO-2526-SM-CYPRA
17456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RU1J-1426-SM-46MUV
17640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-RWS6-1726-SM-47JXP
17775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S341-1226-SM-4AD5S
17838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S4P3-1126-SM-4AD52
17896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S4UY-1326-SM-4AD4X
18014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-S7SF-1426-SM-4AT5A
18065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-SE5C-1126-SM-4BRWZ
18164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-SN8G-2626-SM-EXUQT
18267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-T2IS-1926-SM-4DM74
18425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-T6MO-1226-SM-4DM5S
18510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-TML8-1126-SM-4DXSS
18544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-TMMY-1926-SM-4DXUU
18581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-TSE9-2526-SM-4DXUS
18656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-U3ZN-0926-SM-4DXTU
18770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-UJHI-1326-SM-4IHJO
18811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-UPIC-1426-SM-4IHLQ
19032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-W5WG-1026-SM-4LMIF
19084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WEY5-0826-SM-4LMIH
19511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WRHU-2926-SM-4MVNQ
19713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-WYVS-1426-SM-4ONCV
19784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-X15G-1926-SM-4PQZQ
20062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-X8HC-2826-SM-46MWJ
20436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XUJ4-1626-SM-4BONV
20454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XUW1-0326-SM-4BOOR
20495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XUZC-1226-SM-4BRVJ
20524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-XV7Q-1626-SM-4BRWC
20647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Y114-1926-SM-4TT8J
20710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Y3IK-2226-SM-4YCD4
20876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-Y8LW-1426-SM-5RQJJ
21137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-YFC4-2926-SM-5IFJ8
21211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-YJ8O-1226-SM-5P9JE
21376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZAJG-2926-SM-5HL8P
21395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZAK1-2426-SM-EXOHM
21425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZC5H-2226-SM-4WAWS
21562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZE7O-2426-SM-57WD7
21776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZGAY-2226-SM-4YCCX
21844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZLWG-1126-SM-4WWFQ
21871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZP4G-0826-SM-4WWF3
21988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZQG8-1126-SM-51MRL
22093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZTPG-2226-SM-57WF9
22222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZV6S-1326-SM-59HJA
22306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZVT2-0626-SM-5GICR
22347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZVT3-2726-SM-5GU5X
22449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZXES-0626-SM-5E45P
22596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZYVF-0326-SM-5GIES
22650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZYWO-2026-SM-5GIDA
22673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZYY3-2626-SM-5N9DH
22730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTEX-ZZPU-2226-SM-5EGIV
14,,,,,,,,GTEX-1117F-2826-SM-5GZXL,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,GTEX-111YS-1926-SM-5GICC,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,GTEX-1122O-1226-SM-5H113,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,GTEX-117XS-1926-SM-5GICO,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,GTEX-117YX-1426-SM-5H12H,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,GTEX-1192X-2326-SM-5987X,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,GTEX-11DXW-0626-SM-5N9ER,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,GTEX-11DXY-2326-SM-5GICW,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,GTEX-11DXZ-1926-SM-5GZZL,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,GTEX-11DZ1-0326-SM-5N9BN,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,GTEX-11EI6-0626-SM-5985T,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,GTEX-11EM3-1326-SM-5N9C6,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,GTEX-11EMC-2026-SM-5A5JV,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,GTEX-11EQ9-1826-SM-5Q5AJ,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,GTEX-11GS4-2126-SM-5A5KR,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,GTEX-11GSO-1926-SM-5A5K3,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,GTEX-11GSP-0926-SM-9WYSG,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,GTEX-11I78-2226-SM-5PNYA,,,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,GTEX-11ILO-2226-SM-5A5L1,,,,,,,,,,,,,,,,,,,,,,,
